PWL_ID,NAME,DESCRIPT,BASIN,FACT_SHEET,Shape__Area,Shape__Length
0903-0093,Barney Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0093.pdf,155969.4861,3130.561558
1104-0225,Pharaoh Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0225.pdf,1693253.816,15010.98807
1003-0091,"Fish Creek Pond, East",entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0091.pdf,344843.771,4496.734277
1001-0029,Minor Lakes in Mill Creek Watershed,total area of selected lakes,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1001-0029.pdf,452678.5347,10946.21306
1002-0009,Chazy Lake,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1002-0009.html,7396875.279,20035.48756
1002-0019,Miner Lake,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1002-0019.pdf,587082.2151,5678.110058
0903-0041,"Spruce Grouse, Spring, Graves Ponds",total area of all three lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0041.html,352095.2881,6043.608502
0903-0043,Pilgrim Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0043.html,58103.69897,1124.203114
1003-0090,Polliwog Pond,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0090.html,851742.9512,7960.893197
1003-0069,"Moose Pond, Grass Pond",entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0069.pdf,698160.0583,6556.623055
0801-0443,"Evans Pond, Lake Julia",total area of both lakes,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0443.pdf,82656.30542,3846.561154
0801-0449,South Lake,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0449.pdf,1964249.185,14138.72079
0902-0129,East Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0129.pdf,287714.5837,2942.132219
0902-0130,Bay Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0130.pdf,964885.582,11779.55765
0903-0212,Cranberry Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0212.pdf,110934.4797,1878.463568
0903-0202,Slim Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0202.pdf,32417.73804,813.087239
1301-0151,Bryant Pond,entire lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1301-0151.pdf,51921.28027,845.0721343
1002-0022,Lake Alice,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1002-0022.html,269901.4919,4142.974912
1003-0040,"Saranac River, Union Falls Reservoir",entire reservoir,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0040.html,6356437.228,32127.38917
1003-0045,"Saranac River, Franklin Falls Pond",entire reservoir,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0045.html,1811622.749,14534.12779
0905-0151,"Unnamed Pond, trib to South Creek",entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0151.pdf,10182.61865,380.5652085
0801-0440,Sand Lake,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0440.pdf,1264573.704,12943.17745
0801-0441,Woodhull Lake,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0441.html,4401317.783,29718.8282
0904-0037,Mud Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0904-0037.pdf,26603.69458,1339.40363
0904-0040,"Twin Pond, L Pond",total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0904-0040.pdf,144098.4783,2918.931337
0904-0056,"Little Moosehead Pond, Moosehead Pond",total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0904-0056.pdf,285211.3081,3869.539633
1005-0022,"Buck Mountain, Worcester Ponds",total area of two lakes,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1005-0022.pdf,107084.3975,1930.707506
1201-0198,Ilion Reservoir No.3,entire reservoir,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0198.html,153932.783,1890.317302
1104-0166,Dunning Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0166.pdf,22367.1731,633.3788882
1104-0266,Huntley Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0266.pdf,149287.4797,2722.670046
1104-0267,Mink Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0267.pdf,546853.5063,5767.705661
1302-0132,"Mendel P, Wonder L, Ice P, Brewster P",total area of all four lakes,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0132.pdf,394925.4458,6173.357719
1302-0133,Ray Lake,entire lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0133.pdf,64388.15527,1264.187644
1303-0016,Earl Reservoir,entire reservoir,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1303-0016.pdf,62308.35107,1356.877992
1005-0046,Minor Lakes in Lower Glen Lake Br Wshed,total area of selected lakes,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1005-0046.pdf,76651.96118,2249.21716
1403-0057,Trout Pond/Cables Lake,entire lake,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1403-0057.pdf,100414.0325,1721.457618
1201-0176,Ayers Lake,entire lake,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0176.pdf,299443.0337,2688.656176
1104-0282,Tirrell Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0282.pdf,579322.0088,4163.557179
1104-0208,Valentine Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0208.pdf,394218.5,2832.928101
0903-0044,Little Wolf Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0044.html,644172.4998,3851.126933
0905-0037,"Indian Mountain Pond, Cowhorn Pond",total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0037.html,135598.2578,4258.731327
0902-0106,Buck Lake,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0106.pdf,35998.05151,788.3576489
1104-0268,Lake Francis,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0268.pdf,417767.7891,3807.100192
1104-0269,Big Bad Luck Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0269.pdf,464195.1877,6038.378979
0903-0177,Duck Hole Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0177.pdf,498142.3218,6650.324229
0903-0178,"Lower, Upper Preston Ponds",total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0178.pdf,535624.1262,7082.532026
0903-0180,Polliwog Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0180.pdf,29069.25806,750.5915423
1104-0307,Trout Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0307.pdf,287983.5066,2656.13398
1004-0070,"Minor Lakes Trib to West Br Ausable, Upp",total area of selected lakes,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1004-0070.pdf,382706.4336,6226.735608
1006-0026,Hidden Lake,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1006-0026.pdf,80954.18457,1486.256322
1201-0111,Lake Butterfield,entire lake,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0111.pdf,149404.3376,2423.244192
0903-0007,"Moose Pond, Black Pond (East)",total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0007.html,287013.4651,7118.629267
0903-0017,"Haymarsh Ponds, Lone Pond, more",total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0017.html,63261.92847,2095.831872
1104-0271,Kings Flow,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0271.html,838209.3064,7420.019941
1104-0274,Whitaker Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0274.html,587311.2354,5427.900061
1302-0117,Dean Pond,entire lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0117.pdf,42808.33447,777.3782791
1004-0075,"Lower Cascade, Upper Cascade",total area of all three lakes,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1004-0075.html,213826.969,5740.593715
1104-0237,Minor Lake Tribs to Paradox Cr Watershed,total area of selected lakes in watershed,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0237.pdf,748580.6938,14621.96779
1104-0240,Elk Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0240.pdf,2077412.194,22984.69784
0903-0068,Higley Falls Reservoir,entire reservoir,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0068.pdf,2939315.064,33404.13402
0904-0036,Clear Lake,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0904-0036.pdf,116306.759,1550.991207
0903-0181,Shaw Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0181.pdf,87871.52661,2552.639223
0801-0421,Mudhole,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0421.pdf,62441.03223,1265.156633
0801-0427,"Dead Lake, more",entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0427.html,29401.12549,789.5393415
0905-0182,"Heath Pond, Muskrat Pond, more",total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0182.pdf,230214.0037,5524.650954
0904-0047,Tracy Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0904-0047.pdf,112246.5337,2657.479099
0902-0121,"Arquett Pond, Blind Pond",total area of both akes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0121.pdf,84335.87891,1696.235093
0905-0173,Sucker Lake,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0173.pdf,353437.6582,2696.038913
0903-0097,Sterling Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0097.pdf,262957.2456,2550.729547
1003-0065,"Rainbow Lake and Inlet, Clear Pond",entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0065.pdf,1468796.767,18912.09117
0801-0349,"Pine Lake, East Pine Pond",total area of both lakes,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0349.pdf,327281.6335,4760.069379
0801-0439,Chub Pond,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0439.pdf,322781.802,2719.671227
0801-0357,Wheeler Pond,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0357.pdf,56452.50269,909.7877673
0905-0058,"Long Pond, Round Pond",total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0058.html,764658.8652,7776.948254
1006-0030,Jabe Pond,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1006-0030.pdf,597082.4458,5831.363867
0801-0428,Stone Dam Pond,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0428.pdf,59181.26538,2536.80479
1301-0217,Red Hook Mills Pond,entire lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1301-0217.pdf,70538.43018,3287.714137
1104-0142,Lixard Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0142.pdf,91651.51001,2080.344771
0902-0006,Wolf Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0006.html,166497.458,2739.382984
0902-0007,"Rolley, Little Long, Bear, Bickford Pds",total area of all four lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0007.html,293742.2686,5167.147428
0905-0032,Dry Timber Lake,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0032.html,88519.85645,1469.519788
0902-0092,Catamont Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0092.html,53697.21484,1305.249824
0902-0102,Deer River Flow,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0102.pdf,1476146.889,12874.69016
1201-0080,Morehouse Lake,entire lake,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0080.html,428503.3333,3729.761645
1005-0059,"Lapland Lake, Millman Lake",total area of both lakes,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1005-0059.pdf,79923.99927,2280.892498
1201-0114,Featherstonhaugh Lake,entire lake,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0114.pdf,155861.3879,1530.917946
1309-0034,Crystal Lake,entire lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1309-0034.pdf,199045.824,1827.52656
0905-0150,Big Hill Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0150.pdf,42059.33203,778.7443124
0903-0158,Little Simon Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0158.pdf,578307.5955,4187.016828
0903-0159,Follensby Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0159.pdf,2981744.26,13884.07197
1201-0120,Cork Center Reservoir,entire reservoir,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0120.pdf,156151.9333,2977.262431
1104-0285,Rock Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0285.html,229624.4839,3424.173225
0902-0063,Twin Ponds,total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0063.pdf,141414.5737,2199.322621
0902-0084,Drain Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0084.pdf,34318.25146,721.2671727
0902-0085,Ingraham Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0085.pdf,533749.4387,4096.611554
0902-0086,Plumadore Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0086.pdf,440614.5945,3199.94097
1201-0178,Stony Brook Lake,entire lake,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0178.pdf,40275.32178,1280.566283
1104-0272,Crotched Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0272.pdf,255966.4453,3863.175428
1004-0062,Military Pond,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1004-0062.pdf,107736.4648,2055.92156
1004-0063,Taylor Pond (and Mud Pond),entire lake (includes Mud Pond),Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1004-0063.html,3521240.416,16759.71957
0801-0446,Maple Lake,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0446.pdf,84902.09131,2051.841427
1003-0076,Kiwassa Lake,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0076.pdf,1138782.314,7626.458643
0903-0095,Ormsbee/Round Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0095.pdf,35875.91772,718.5436835
0904-0031,Sweet Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0904-0031.pdf,52851.60815,1305.660412
1001-0028,Mill Pond,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1001-0028.pdf,9506.797607,530.9842523
0903-0161,Panther Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0161.pdf,49372.05591,916.1299418
0903-0163,Stony Creek Ponds,total area of select ponds,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0163.pdf,755825.686,9300.908497
0902-0005,"Mud Pond, Long Pond, Little Clear Pond",total area of all three lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0005.html,57691.1604,1601.456965
0801-0376,"Fulton Chain Lakes, Fifth thru Seventh L",total area of all three lakes,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0376.html,3845725.819,27091.33785
1203-0003,"Beaver Pond, Poor Lake",total area of both lakes,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1203-0003.html,104861.791,3172.20311
1203-0004,T Lake,entire lake,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1203-0004.html,181001.4341,4276.700563
0903-0100,Kettle Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0100.pdf,24184.34009,579.3225849
1104-0310,Flowed Land Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0310.pdf,251080.7317,4431.761102
0902-0118,"Train Pond, Weller Pond",total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0118.pdf,341235.7031,6076.958674
1104-0308,Perch Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0308.pdf,512111.0012,4043.229126
1104-0279,First Lake (Essex Ch),entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0279.pdf,228224.7151,3478.628315
0905-0149,Jenny Lake,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0149.pdf,85735.97998,1554.177585
0801-0407,Round Pond,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0407.html,55351.13281,1075.278455
1104-0006,Holmes Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0006.html,66874.62354,1087.783841
1005-0030,"Upper Spectacle Pond, Bumps Pond",total area of both lakes,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1005-0030.pdf,71438.29907,3133.964368
0903-0126,Long Pond/Heavens Lake,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0126.pdf,94601.36768,1731.303372
0905-0141,Snyder Lake,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0141.pdf,65057.58252,1038.406503
0906-0055,Onjebonge Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0906-0055.pdf,76254.20654,1374.331965
0902-0021,"Duck Pond, Benz Pond",total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0021.html,55806.10303,1596.639707
0902-0030,"Mountain View Lake, Indian Lake, more",total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0030.pdf,949766.6467,12866.55867
1104-0206,Faxonx Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0206.pdf,44641.55298,1644.151851
0902-0107,Clear Lake,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0107.pdf,323301.4768,3408.772062
0903-0119,Haymeadow Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0119.pdf,72539.32837,1714.207988
0903-0120,Wolf Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0120.pdf,3629755.656,16582.99234
1403-0054,Muskoday Lake,entire lake,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1403-0054.pdf,205601.6772,3355.598248
1104-0280,Third Lake (Essex Ch),entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0280.html,1058080.379,6863.209577
1104-0281,Fifth Lake (Essex Ch),entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0281.html,287000.1021,2765.659664
0905-0181,Little River Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0181.pdf,940844.54,5655.747704
0902-0105,"Lake Duane, Lake Frances",total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0105.pdf,243968.5522,4572.621097
1103-0002,Cossayuna Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1103-0002.html,2627361.527,13774.53412
1104-0207,"Sullivan, Palmer Ponds, Mt Spring  Lake",total area of all three lakes,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0207.pdf,503115.3059,5607.906399
1104-0121,Lake Desolation,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0121.pdf,268348.3779,3679.558087
0903-0090,Arbuckle Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0090.pdf,172543.8435,2679.717515
1201-0191,Trout Lake,entire lake,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0191.pdf,177113.6648,2465.495854
0801-0369,Nelson Lake,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0369.pdf,300452.0835,3491.903913
0801-0370,Wheeler Pond,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0370.pdf,30709.33252,853.9757357
0801-0386,East Pond,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0386.pdf,139923.5923,1623.391408
0903-0127,Saint Hubert Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0127.pdf,53310.98389,939.6426623
0906-0060,Grass Lake,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0906-0060.pdf,74367.72266,4438.065234
0906-0064,Millsite Lake,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0906-0064.html,1917711.906,12238.68557
0904-0044,Boyd Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0904-0044.pdf,343406.2256,3695.866288
0902-0123,"Elbow Pond, Little Rock Pond",total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0123.pdf,131093.8711,2645.738464
1101-0012,Saratoga Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1101-0012.html,15257780.43,20601.1128
1003-0094,Little Square Pond,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0094.pdf,407305.0933,3537.244273
1309-0018,Greens Lake,entire lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1309-0018.html,155838.4971,2039.087142
0903-0006,Aluminum Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0006.html,75503.48169,1775.884645
0903-0099,"Kildare Pd, Thirtyfive Pd, Whitney Pd",total area of all three lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0099.pdf,199916.6646,4238.410244
0903-0027,Black Pond (West),entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0027.html,75411.69727,2134.44104
0902-0122,"Wolf Pond, Long Pond",total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0122.pdf,153156.7502,2533.323221
0903-0129,Bear Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0129.pdf,522685.824,6157.309724
0903-0130,Round Lake,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0130.pdf,3012810.072,17168.37368
0903-0131,Little Tupper Lake,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0131.html,9301211.939,33982.40962
0903-0132,Handsome Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0132.pdf,604724.1072,4806.698523
0903-0170,Duck Lake,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0170.pdf,1267882.068,8348.870944
0903-0171,"Lower, Upper Moose Ponds",total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0171.pdf,256717.4902,4147.523359
1401-0031,Burnt Lake,entire lake,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1401-0031.html,180633.0288,2488.858991
1403-0087,Forest Lake,entire lake,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1403-0087.pdf,57474.64453,932.9629708
1403-0098,Mud/Laurel Lake,entire lake,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1403-0098.pdf,46907.50391,970.2012715
0902-0128,"Whitney Pond, Cranberry Pond",total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0128.pdf,232051.198,2551.749332
1301-0224,Underhill Pond,entire lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1301-0224.pdf,32058.84204,1161.302325
0905-0174,Streeter Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0174.pdf,276188.4783,2677.861992
0904-0032,Orebed Ponds,total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0904-0032.pdf,36847.18506,1025.924225
0904-0033,"Long Pond, Greenfield Pond, Round Pond",total area of all three lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0904-0033.pdf,215336.1372,4095.37086
1103-0014,Carter Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1103-0014.pdf,67594.64746,1157.23761
0801-0354,East and West Okara/Hellgate Ponds,total area of both lakes,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0354.pdf,199334.825,3689.932603
1104-0120,Archer Vly,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0120.pdf,78297.10669,1695.914708
1104-0293,Goodnow Flowage,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0293.pdf,1712131.513,18766.226
1104-0294,Harris Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0294.html,1227209.632,12167.31427
1104-0296,Rich Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0296.pdf,1537344.513,11128.32961
0904-0041,Ormsbee Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0904-0041.pdf,85459.10107,1196.447307
0906-0053,Burnt Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0906-0053.pdf,63317.25024,2061.64985
0904-0039,Cranberry Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0904-0039.pdf,28782.63745,711.4561052
1101-0059,Mechanicville Reservoir,entire reservoir,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1101-0059.pdf,87625.37378,2641.27455
1104-0008,Minor Lake Tribs to Indian River/Lake,total area of selected lakes in the watershed,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0008.html,986003.2756,18971.19801
1104-0013,Minor Lakes in UppWestBr Sacandaga Wshed,total area of selected lakes in watershed,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0013.html,1340387.865,23196.597
1104-0265,Middle Boreas Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0265.pdf,9887.843506,598.909368
0903-0164,Mud Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0164.pdf,61635.7085,1092.124318
0905-0061,"Muskrat Pond, more",entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0061.html,66059.56958,1965.229328
